"sales_key","date_key","customer_key","movie_key","store_key","sales_amount"
1921,70217,417,953,1,"3.99"
2825,70219,418,571,2,"2.99"
2943,70220,418,569,1,"2.99"
2969,70220,418,380,1,"2.99"
2793,70219,419,160,1,"2.99"
2672,70219,420,257,2,"3.99"
2698,70219,420,851,2,"0.99"
2726,70219,420,651,1,"0.99"
1693,70216,421,521,1,"4.99"
2407,70218,421,559,1,"2.99"
3170,70220,421,288,2,"4.99"
1846,70216,422,376,1,"0.99"
1897,70217,422,900,1,"4.99"
2747,70219,422,302,2,"2.99"
2778,70219,422,737,2,"5.99"
1504,70215,423,790,2,"3.99"
1827,70216,423,833,2,"0.99"
2600,70219,423,103,2,"6.99"
2758,70219,423,777,2,"6.99"
3072,70220,423,897,2,"8.99"
3044,70220,424,706,2,"4.99"
3166,70220,424,403,1,"6.99"
3404,70221,424,436,2,"0.99"
3276,70221,425,412,1,"6.99"
1709,70216,426,767,1,"6.99"
1842,70216,426,322,1,"7.99"
2204,70218,426,252,1,"2.99"
2804,70219,426,18,1,"0.99"
3243,70221,426,560,1,"0.99"
1342,70215,427,968,1,"5.99"
1628,70216,427,191,1,"3.99"
1648,70216,427,101,1,"5.99"
1857,70216,427,925,2,"1.99"
2466,70218,427,299,1,"0.99"
1227,70215,428,142,1,"3.99"
1471,70215,428,122,2,"2.99"
1601,70216,428,684,2,"3.99"
2677,70219,428,958,1,"2.99"
3377,70221,428,402,1,"0.99"
1781,70216,429,623,2,"5.99"
1798,70216,429,361,1,"2.99"
1916,70217,429,968,1,"7.99"
3409,70221,429,740,2,"2.99"
1207,70215,430,492,1,"0.99"
1274,70215,430,608,1,"2.99"
1538,70215,430,154,2,"2.99"
1759,70216,430,307,1,"6.99"
2892,70220,430,656,2,"0.99"
3153,70220,430,143,1,"0.99"
1561,70216,431,489,1,"2.99"
2096,70217,431,239,1,"4.99"
2269,70218,431,679,1,"3.99"
2281,70218,431,915,2,"4.99"
2761,70219,431,462,1,"2.99"
3304,70221,431,465,2,"6.99"
3369,70221,431,68,2,"8.99"
1180,70214,432,686,1,"5.99"
1597,70216,432,162,2,"2.99"
3194,70220,432,398,2,"4.99"
1225,70215,434,418,2,"0.99"
1584,70216,434,775,1,"5.99"
2415,70218,434,682,1,"7.99"
2430,70218,434,433,1,"3.99"
2494,70218,434,290,1,"3.99"
3014,70220,434,471,1,"2.99"
3037,70220,434,443,1,"2.99"
1443,70215,435,545,1,"0.99"
2984,70220,435,395,2,"0.99"
2291,70218,436,861,2,"9.99"
2239,70218,437,966,2,"5.99"
2792,70219,437,672,1,"2.99"
3265,70221,437,794,1,"2.99"
1431,70215,438,702,1,"4.99"
1779,70216,438,233,1,"0.99"
2206,70218,438,797,2,"0.99"
2591,70219,438,979,1,"4.99"
3315,70221,438,893,2,"4.99"
3368,70221,438,119,2,"0.99"
1264,70215,439,908,1,"4.99"
1557,70216,439,574,1,"0.99"
2097,70217,439,123,2,"4.99"
2621,70219,439,379,2,"2.99"
2992,70220,439,735,2,"2.99"
3294,70221,439,521,2,"6.99"
1602,70216,441,385,2,"4.99"
2328,70218,441,501,1,"4.99"
1251,70215,442,728,1,"5.99"
1358,70215,442,440,2,"0.99"
1576,70216,442,227,2,"8.99"
1774,70216,442,672,2,"2.99"
2871,70219,443,377,1,"2.99"
1239,70215,444,816,1,"0.99"
1397,70215,444,397,2,"3.99"
1441,70215,444,454,1,"1.99"
2551,70219,444,437,1,"4.99"
3301,70221,444,112,1,"7.99"
3415,70221,444,774,1,"5.99"
2248,70218,446,435,1,"4.99"
2335,70218,446,864,2,"3.99"
2520,70218,446,911,1,"6.99"
2710,70219,446,650,1,"0.99"
3060,70220,446,450,1,"2.99"
3168,70220,446,525,2,"0.99"
1230,70215,447,504,2,"0.99"
1890,70217,447,382,2,"2.99"
2025,70217,447,267,1,"4.99"
2285,70218,447,165,1,"4.99"
1313,70215,448,361,2,"5.99"
1823,70216,448,846,2,"7.99"
2697,70219,448,491,1,"0.99"
3225,70221,448,225,1,"3.99"
3347,70221,448,944,2,"5.99"
1295,70215,449,637,1,"4.99"
2348,70218,449,790,2,"0.99"
2970,70220,449,258,2,"2.99"
1639,70216,450,39,1,"4.99"
1739,70216,450,560,2,"0.99"
1914,70217,450,747,1,"2.99"
2278,70218,450,258,2,"0.99"
2501,70218,450,263,2,"4.99"
2626,70219,450,618,2,"2.99"
3155,70220,450,101,1,"4.99"
1202,70215,451,619,2,"0.99"
1851,70216,451,249,1,"0.99"
1940,70217,451,21,2,"6.99"
2671,70219,451,467,2,"1.99"
2909,70220,451,370,2,"3.99"
2917,70220,451,140,2,"0.99"
3316,70221,451,720,2,"6.99"
1203,70215,452,481,1,"4.99"
1512,70215,452,356,1,"5.99"
1794,70216,452,111,2,"3.99"
2263,70218,452,717,1,"0.99"
2266,70218,452,570,2,"4.99"
2504,70218,452,367,1,"0.99"
2661,70219,452,797,2,"0.99"
2852,70219,453,591,2,"5.99"
2853,70219,453,564,2,"7.99"
2887,70220,453,239,2,"4.99"
1647,70216,454,421,2,"4.99"
1844,70216,454,501,2,"7.99"
1861,70216,454,27,1,"1.99"
1938,70217,454,123,2,"4.99"
2048,70217,454,446,2,"5.99"
2182,70217,454,765,1,"5.99"
2437,70218,454,391,1,"2.99"
2666,70219,454,408,2,"9.99"
3221,70221,454,55,1,"2.99"
3362,70221,454,284,2,"4.99"
1382,70215,455,688,2,"1.99"
1802,70216,455,907,1,"1.99"
1906,70217,455,234,1,"2.99"
2356,70218,455,477,2,"0.99"
1288,70215,456,181,2,"2.99"
1700,70216,456,924,2,"0.99"
2103,70217,456,321,1,"5.99"
2146,70217,456,73,1,"6.99"
2192,70218,456,411,1,"4.99"
2404,70218,456,899,1,"0.99"
2581,70219,456,83,1,"2.99"
1453,70215,457,721,1,"4.99"
1727,70216,457,647,2,"0.99"
2030,70217,457,877,1,"0.99"
2172,70217,457,640,2,"7.99"
2670,70219,457,771,1,"4.99"
2762,70219,457,753,1,"3.99"
2811,70219,457,850,1,"0.99"
3115,70220,457,474,2,"2.99"
3184,70220,457,697,2,"2.99"
2629,70219,458,393,1,"5.99"
3322,70221,458,942,1,"0.99"
1876,70217,459,85,2,"0.99"
1977,70217,459,540,1,"2.99"
2075,70217,459,527,1,"4.99"
2899,70220,459,417,1,"0.99"
3041,70220,459,587,1,"4.99"
3045,70220,459,673,2,"0.99"
3234,70221,459,715,2,"9.99"
1392,70215,460,79,2,"0.99"
3127,70220,461,285,2,"5.99"
3319,70221,461,544,2,"4.99"
1773,70216,462,961,1,"5.99"
1926,70217,462,768,1,"9.99"
3279,70221,462,365,2,"4.99"
1284,70215,463,304,1,"2.99"
2527,70218,463,86,1,"4.99"
3217,70220,463,230,1,"2.99"
3309,70221,463,56,1,"4.99"
1277,70215,464,15,2,"4.99"
3167,70220,464,78,1,"2.99"
1337,70215,465,873,2,"2.99"
2079,70217,465,843,2,"4.99"
2159,70217,465,680,2,"8.99"
2524,70218,465,97,2,"0.99"
1808,70216,466,529,1,"7.99"
2446,70218,466,284,1,"8.99"
3022,70220,466,819,1,"3.99"
3237,70221,466,961,2,"4.99"
3343,70221,466,443,2,"2.99"
1737,70216,467,878,2,"8.99"
2121,70217,467,28,1,"4.99"
2870,70219,467,48,2,"9.99"
3250,70221,467,161,1,"6.99"
1229,70215,468,463,1,"2.99"
1627,70216,468,898,1,"8.99"
1821,70216,468,705,1,"2.99"
1975,70217,468,554,1,"2.99"
2462,70218,468,465,1,"4.99"
2831,70219,468,891,1,"0.99"
1399,70215,469,314,1,"0.99"
1680,70216,469,971,1,"9.99"
1256,70215,470,314,2,"0.99"
1283,70215,470,697,2,"0.99"
1594,70216,470,844,2,"7.99"
1447,70215,471,219,1,"4.99"
1449,70215,471,333,2,"2.99"
2165,70217,471,522,2,"2.99"
2350,70218,471,263,1,"4.99"
3073,70220,471,694,2,"4.99"
1389,70215,472,215,1,"4.99"
1776,70216,472,307,2,"6.99"
2538,70219,472,284,2,"5.99"
2974,70220,472,504,1,"0.99"
2991,70220,472,938,2,"4.99"
3254,70221,472,850,2,"0.99"
1748,70216,473,531,2,"0.99"
2125,70217,473,937,2,"2.99"
2553,70219,473,205,1,"4.99"
2748,70219,473,113,2,"4.99"
1758,70216,474,582,2,"8.99"
2944,70220,474,340,1,"7.99"
1682,70216,476,468,1,"3.99"
2080,70217,476,273,1,"0.99"
2508,70218,476,941,2,"4.99"
3448,70221,476,129,2,"2.99"
1714,70216,477,117,1,"6.99"
2187,70217,477,304,1,"2.99"
2306,70218,477,46,2,"10.99"
2676,70219,477,858,2,"4.99"
1708,70216,478,488,2,"0.99"
2358,70218,478,376,2,"4.99"
2529,70218,478,501,1,"6.99"
2616,70219,478,127,1,"8.99"
2765,70219,478,228,1,"4.99"
3259,70221,478,603,1,"4.99"
1902,70217,479,638,2,"2.99"
1947,70217,479,735,1,"3.99"
1987,70217,479,22,1,"2.99"
2071,70217,479,628,2,"3.99"
2376,70218,479,800,2,"2.99"
2764,70219,479,374,2,"6.99"
1353,70215,480,595,2,"0.99"
1733,70216,480,118,2,"0.99"
1168,70214,481,952,1,"2.99"
2296,70218,481,995,1,"4.99"
3285,70221,481,211,1,"4.99"
3293,70221,481,963,2,"0.99"
3048,70220,482,958,2,"2.99"
3255,70221,482,562,1,"0.99"
2855,70219,483,765,1,"4.99"
2867,70219,483,19,1,"0.99"
3380,70221,483,706,1,"8.99"
1351,70215,484,514,2,"3.99"
1643,70216,484,298,2,"3.99"
2015,70217,484,827,1,"4.99"
2044,70217,484,527,2,"5.99"
1684,70216,485,175,2,"2.99"
1721,70216,485,771,2,"8.99"
2036,70217,486,20,1,"4.99"
2102,70217,486,503,1,"5.99"
2566,70219,486,110,1,"2.99"
2797,70219,486,707,2,"2.99"
3100,70220,487,530,1,"3.99"
1655,70216,488,807,2,"3.99"
1704,70216,488,967,2,"5.99"
1614,70216,489,5,2,"3.99"
2201,70218,489,406,2,"0.99"
2370,70218,489,583,1,"7.99"
2802,70219,489,887,1,"4.99"
1665,70216,490,573,1,"3.99"
1198,70215,491,252,1,"2.99"
1371,70215,491,166,1,"4.99"
2026,70217,491,805,2,"4.99"
2259,70218,491,893,1,"4.99"
2391,70218,491,625,1,"4.99"
3031,70220,491,263,2,"4.99"
3440,70221,491,187,2,"3.99"
1691,70216,492,970,2,"1.99"
1855,70216,492,973,2,"4.99"
1956,70217,492,307,2,"4.99"
3298,70221,492,98,1,"9.99"
2109,70217,493,498,1,"3.99"
2365,70218,493,683,1,"4.99"
2579,70219,493,840,1,"0.99"
2864,70219,493,235,1,"2.99"
1683,70216,494,514,1,"2.99"
2074,70217,495,15,1,"2.99"
2349,70218,495,336,1,"4.99"
2549,70219,495,843,2,"7.99"
3129,70220,495,388,2,"3.99"
2567,70219,496,49,1,"2.99"
2180,70217,497,778,2,"8.99"
2298,70218,497,272,1,"5.99"
2406,70218,497,292,1,"2.99"
2818,70219,497,518,2,"4.99"
1253,70215,498,711,2,"6.99"
1782,70216,498,395,2,"2.99"
2344,70218,498,438,2,"2.99"
2449,70218,498,792,2,"4.99"
3098,70220,498,747,2,"0.99"
3360,70221,498,613,1,"0.99"
1355,70215,499,914,2,"2.99"
1526,70215,499,422,2,"4.99"
1830,70216,499,873,1,"4.99"
3241,70221,499,315,2,"1.99"
1375,70215,500,777,1,"5.99"
1388,70215,500,869,1,"5.99"
2189,70217,500,56,1,"3.99"
2526,70218,500,728,2,"6.99"
2996,70220,500,886,1,"2.99"
3222,70221,501,876,1,"5.99"
3412,70221,501,666,1,"7.99"
1696,70216,502,857,1,"7.99"
2420,70218,502,54,2,"0.99"
2911,70220,502,796,1,"0.99"
2108,70217,503,305,2,"4.99"
2225,70218,503,621,1,"2.99"
3430,70221,503,352,2,"0.99"
2720,70219,504,786,2,"1.99"
2938,70220,504,390,1,"6.99"
1799,70216,505,624,2,"5.99"
1886,70217,505,515,2,"4.99"
2773,70219,505,902,1,"7.99"
3137,70220,505,172,1,"5.99"
1446,70215,506,433,2,"6.99"
1467,70215,506,150,2,"2.99"
1565,70216,506,840,1,"0.99"
2755,70219,506,210,2,"9.99"
2824,70219,506,631,1,"6.99"
1307,70215,507,81,1,"4.99"
2143,70217,507,278,1,"4.99"
2283,70218,507,446,2,"4.99"
1661,70216,508,525,1,"4.99"
1267,70215,509,923,2,"2.99"
2919,70220,509,621,2,"4.99"
1435,70215,510,608,2,"5.99"
1757,70216,510,981,1,"0.99"
1925,70217,510,870,2,"0.99"
2729,70219,510,972,2,"8.99"
2806,70219,510,458,2,"0.99"
2817,70219,510,762,2,"0.99"
3352,70221,510,126,2,"8.99"
3465,70221,510,326,2,"5.99"
1281,70215,511,649,2,"2.99"
1508,70215,511,252,2,"2.99"
2966,70220,511,763,2,"10.99"
3366,70221,511,567,1,"4.99"
1176,70214,512,596,1,"6.99"
2029,70217,512,203,2,"4.99"
2364,70218,512,625,2,"2.99"
1607,70216,513,724,2,"2.99"
2290,70218,513,44,2,"7.99"
2737,70219,513,688,2,"1.99"
1692,70216,514,775,1,"4.99"
2002,70217,514,525,2,"3.99"
2362,70218,514,618,2,"0.99"
2789,70219,514,524,2,"0.99"
3084,70220,514,783,1,"2.99"
3385,70221,514,617,1,"0.99"
1244,70215,515,229,2,"4.99"
1531,70215,515,304,2,"5.99"
2003,70217,515,347,1,"4.99"
2484,70218,515,330,2,"4.99"
2513,70218,515,741,1,"0.99"
3063,70220,515,862,2,"3.99"
1159,70214,516,961,1,"4.99"
1200,70215,516,732,1,"1.99"
1718,70216,516,65,2,"10.99"
2017,70217,516,314,1,"0.99"
3068,70220,516,427,1,"0.99"
3431,70221,516,26,2,"2.99"
1653,70216,517,499,1,"4.99"
1809,70216,517,239,1,"8.99"
1850,70216,517,166,1,"4.99"
2534,70219,517,557,1,"2.99"
3113,70220,517,790,2,"0.99"
1552,70216,518,179,1,"5.99"
3311,70221,518,753,2,"0.99"
1941,70217,519,236,2,"2.99"
2505,70218,519,365,1,"8.99"
2997,70220,519,317,2,"5.99"
1411,70215,520,492,1,"0.99"
2174,70217,520,723,1,"6.99"
2772,70219,520,271,1,"4.99"
1761,70216,521,345,1,"0.99"
2053,70217,521,931,2,"0.99"
1289,70215,522,693,1,"3.99"
3102,70220,522,253,1,"8.99"
3188,70220,522,541,2,"2.99"
3191,70220,522,949,2,"0.99"
1729,70216,523,738,2,"6.99"
2447,70218,523,512,1,"8.99"
2583,70219,523,871,1,"7.99"
2669,70219,523,600,1,"0.99"
1306,70215,524,461,2,"1.99"
1651,70216,524,971,1,"4.99"
3454,70221,524,660,2,"2.99"
1772,70216,525,281,2,"2.99"
1255,70215,526,313,2,"4.99"
1848,70216,526,832,1,"0.99"
1865,70217,526,583,1,"7.99"
1972,70217,526,605,2,"2.99"
1981,70217,526,698,2,"2.99"
2398,70218,526,658,2,"4.99"
2828,70219,526,709,2,"2.99"
2932,70220,526,966,2,"6.99"
3339,70221,526,70,1,"6.99"
1398,70215,527,962,1,"2.99"
2422,70218,527,696,2,"0.99"
2496,70218,527,140,2,"0.99"
2539,70219,527,977,2,"2.99"
1875,70217,528,361,1,"2.99"
2019,70217,528,502,2,"4.99"
1234,70215,529,155,1,"1.99"
1686,70216,529,849,1,"0.99"
3354,70221,529,241,1,"0.99"
1273,70215,530,79,2,"1.99"
1516,70215,530,810,1,"0.99"
2158,70217,530,55,1,"2.99"
2972,70220,531,483,1,"2.99"
1694,70216,532,31,1,"4.99"
2821,70219,532,559,2,"3.99"
1421,70215,533,532,2,"5.99"
1652,70216,533,748,2,"0.99"
1859,70216,533,746,2,"0.99"
1954,70217,533,704,1,"2.99"
2770,70219,533,667,2,"6.99"
2956,70220,533,589,2,"0.99"
1610,70216,534,776,2,"4.99"
1673,70216,534,201,1,"2.99"
2436,70218,534,732,1,"0.99"
3213,70220,534,839,2,"1.99"
3216,70220,534,158,1,"4.99"
1712,70216,535,300,2,"4.99"
3228,70221,535,545,2,"4.99"
1582,70216,536,35,1,"4.99"
1962,70217,536,958,1,"2.99"
2403,70218,536,592,1,"2.99"
1445,70215,537,700,2,"2.99"
2184,70217,537,760,2,"2.99"
2586,70219,537,893,1,"8.99"
3134,70220,537,304,2,"8.99"
1314,70215,538,300,1,"5.99"
1912,70217,538,898,2,"4.99"
2682,70219,538,789,1,"4.99"
3189,70220,538,329,1,"2.99"
1282,70215,539,42,2,"3.99"
1327,70215,539,89,2,"0.99"
1444,70215,539,287,2,"4.99"
1263,70215,540,900,2,"2.99"
1290,70215,540,417,2,"4.99"
2640,70219,540,158,2,"2.99"
2953,70220,540,397,2,"3.99"
3340,70221,540,649,2,"3.99"
1986,70217,541,636,1,"2.99"
2708,70219,541,583,2,"6.99"
2610,70219,542,842,1,"4.99"
2957,70220,542,879,1,"10.99"
1720,70216,543,767,1,"4.99"
2426,70218,543,104,2,"2.99"
3070,70220,543,845,1,"4.99"
3128,70220,543,43,1,"2.99"
3467,70221,543,159,2,"5.99"
1248,70215,544,848,1,"1.99"
1434,70215,544,919,1,"10.99"
2373,70218,544,610,1,"0.99"
2395,70218,544,200,1,"2.99"
2123,70217,545,548,1,"2.99"
1181,70214,546,651,2,"1.99"
